time,soil_moisture,temperature,air_humidity
1587567499,374,24.7,95.0
1587568470,374,24.7,95.0
1587569490,373,24.7,95.0
1587570460,373,24.6,95.0
1587571822,373,24.5,95.0
1587572852,373,23.9,85.0
1587574035,374,23.6,80.0
1587575552,375,23.2,79.0
1587577932,376,23.5,85.0
1587579043,376,23.7,84.0
1587580115,376,24.0,86.0
1587581295,376,24.3,86.0
1587582370,376,24.3,83.0
1587583437,376,24.4,87.0
1587584492,376,24.3,85.0
1587587875,375,24.3,90.0
1587588838,375,24.3,90.0
1587589824,375,24.6,87.0
1587590793,375,24.7,84.0
1587591743,375,24.8,82.0
1587592692,373,24.8,83.0
1587593639,373,24.8,85.0
1587594593,373,24.7,84.0
1587595551,373,24.7,88.0
1587596509,374,24.7,89.0
1587597466,373,24.7,88.0
1587598410,373,24.7,89.0
1587599354,373,24.7,89.0
1587600324,372,24.7,89.0
1587601297,372,24.7,90.0
1587602269,372,24.7,89.0
1587603255,373,24.7,88.0
1587604219,373,24.6,87.0
1587605283,375,24.6,81.0
1587606331,393,24.6,86.0
1587607304,429,24.6,85.0
1587608267,430,24.6,84.0
1587609264,430,24.5,84.0
1587610258,430,24.5,82.0
1587611219,433,24.5,82.0
1587612181,433,24.5,83.0
1587613143,433,24.5,81.0
1587614105,432,24.5,82.0
1587615065,435,24.5,81.0
1587616037,435,24.4,82.0
1587617001,435,24.4,81.0
1587617962,434,24.4,81.0
1587618923,436,24.4,81.0
1587619884,436,24.4,81.0
1587620843,436,24.5,80.0
1587621806,436,24.5,80.0
1587622771,436,24.5,79.0
1587623737,436,24.5,78.0
1587624707,437,24.5,79.0
1587625682,437,24.5,80.0
1587626669,437,24.5,80.0
1587627632,437,24.5,81.0
1587628602,437,24.6,82.0
1587629572,438,23.8,73.0
1587630560,438,23.7,73.0
1587631532,439,24.1,75.0
1587632494,440,24.3,68.0
1587633459,440,24.3,60.0
1587634423,440,24.1,67.0
1587635387,439,24.2,65.0
1587636350,439,24.3,59.0
1587637312,439,24.2,62.0
1587638292,440,23.9,66.0
1587639259,440,23.9,62.0
1587640241,440,24.1,66.0
1587641204,440,24.2,67.0
1587642181,440,24.2,61.0
1587643148,440,24.3,59.0
1587644127,440,24.2,56.0
1587645094,441,24.2,55.0
1587646076,441,24.4,63.0
1587647055,441,24.5,63.0
1587648036,446,24.6,64.0
1587649110,447,24.6,65.0
1587650098,447,24.6,67.0
1587651078,447,24.6,70.0
1587652063,447,24.6,72.0
1587653026,447,24.6,74.0
1587653988,447,24.6,75.0
1587654956,447,24.6,82.0
1587655917,448,24.6,81.0
1587656879,448,24.5,72.0
1587657845,448,24.6,79.0
1587658815,448,24.6,78.0
1587659776,448,24.6,80.0
1587660741,448,24.6,81.0
1587661703,448,24.6,88.0
1587662671,448,24.6,87.0
1587663633,448,24.5,88.0
1587664619,448,24.5,82.0
1587665602,449,24.2,80.0
1587666587,449,24.4,81.0
1587667560,449,24.3,77.0
1587668532,449,24.5,82.0
1587669503,449,24.5,82.0
1587670465,449,24.5,82.0
1587671430,449,24.6,83.0
1587672401,449,24.5,81.0
1587673372,450,24.6,82.0
1587674337,430,24.6,82.0
1587675298,428,24.7,80.0
1587676250,427,24.7,78.0
1587677210,428,24.7,78.0
1587678174,428,24.7,78.0
1587679146,428,24.7,80.0
1587680110,428,24.7,80.0
1587681076,428,24.7,80.0
1587682037,428,24.6,81.0
1587682997,428,24.6,81.0
1587683957,428,24.6,83.0
1587684918,428,24.6,83.0
1587685870,428,24.6,85.0
1587686825,428,24.6,86.0
1587687787,428,24.6,85.0
1587688730,428,24.6,87.0
1587689670,426,24.6,85.0
1587690613,426,24.6,87.0
1587691555,424,24.6,86.0
1587692511,426,24.4,83.0
1587693470,427,24.3,84.0
1587694433,428,24.3,83.0
1587695389,428,24.3,82.0
1587696347,428,24.4,84.0
1587697329,429,24.5,84.0
1587698288,429,24.2,81.0
1587699248,430,24.1,81.0
1587700208,432,24.0,80.0
1587701167,432,24.1,81.0
1587702136,433,24.0,82.0
1587703104,434,24.0,82.0
1587704061,434,24.0,81.0
1587705018,436,24.0,80.0
1587705981,436,24.0,81.0
1587706940,436,23.9,82.0
1587707901,439,23.9,82.0
1587708859,440,23.3,78.0
1587709819,441,23.1,81.0
1587710780,441,23.6,83.0
1587711753,441,23.7,83.0
1587712749,441,23.8,81.0
1587713763,441,23.9,83.0
1587714807,442,24.0,84.0
1587715862,442,24.1,80.0
1587716834,446,24.3,83.0
1587717890,446,24.3,79.0
1587718977,447,24.4,78.0
1587720039,448,24.3,79.0
1587721096,449,24.3,80.0
1587722120,459,24.2,77.0
1587723186,462,24.2,84.0
1587724268,465,24.3,70.0
1587725348,468,24.2,85.0
1587726444,469,24.2,89.0
1587727518,470,24.2,82.0
1587728697,470,24.2,90.0
1587729823,471,24.2,90.0
1587730931,474,24.4,92.0
1587732027,474,24.4,87.0
1587733138,476,24.5,87.0
1587734237,476,24.5,88.0
1587735324,475,24.5,91.0
1587736477,477,24.5,92.0
1587737742,477,24.5,93.0
1587739065,476,24.5,95.0
1587740229,476,24.5,95.0
1587741401,477,24.5,95.0
1587742464,480,24.5,95.0
1587743429,490,24.5,95.0
1587744424,494,24.5,95.0
1587745392,495,24.5,95.0
1587746467,496,24.5,94.0
1587747535,499,24.5,95.0
1587748601,501,24.5,95.0
1587749659,504,24.4,95.0
1587750771,507,24.4,94.0
1587751830,513,24.5,95.0
1587752893,519,24.4,95.0
1587753929,532,24.4,95.0
1587754997,547,24.3,91.0
1587756161,548,24.3,95.0
1587757214,547,24.3,95.0
1587758249,547,24.3,95.0
1587759283,552,24.3,95.0
1587760314,549,24.2,94.0
1587761355,553,24.2,93.0
1587762371,558,24.2,95.0
1587763381,566,24.2,95.0
1587764439,573,24.2,95.0
1587765461,578,24.1,93.0
1587766505,581,24.1,95.0
1587767519,581,24.1,95.0
1587768536,582,24.1,88.0
1587769555,580,24.2,95.0
1587770518,580,24.3,94.0
1587771475,580,24.4,94.0
1587772424,581,24.4,95.0
1587773378,582,24.4,95.0
1587774348,585,24.4,94.0
1587775312,593,24.4,95.0
1587776287,609,24.4,90.0
1587777249,620,24.5,83.0
1587778212,620,24.5,86.0
1587779232,617,24.3,82.0
1587780199,617,24.4,83.0
1587781187,620,24.3,83.0
1587782204,618,24.3,83.0
1587783295,618,24.3,83.0
1587784266,620,24.3,82.0
1587785234,622,24.3,81.0
1587786194,634,24.3,79.0
1587787154,645,24.3,80.0
1587788114,652,24.2,80.0
1587789079,636,24.3,80.0
1587790045,626,24.2,80.0
1587791010,636,24.2,78.0
1587791971,654,24.2,78.0
1587792950,648,24.2,78.0
1587793911,667,24.2,78.0
1587794876,674,24.2,78.0
1587795842,685,24.2,77.0
1587796815,696,24.2,78.0
1587797797,701,24.3,79.0
1587798797,716,24.3,79.0
1587799763,728,24.1,83.0
1587800740,734,24.1,85.0
1587801712,746,24.0,83.0
1587802680,842,24.0,82.0
1587803647,859,24.1,74.0
1587804615,880,24.1,77.0
1587805611,880,24.1,69.0
1587806622,873,24.1,74.0
1587807589,869,24.1,80.0
1587808556,868,24.1,79.0
1587809542,870,24.1,82.0
1587810508,876,24.1,81.0
1587811489,879,24.3,85.0
1587812470,878,24.3,85.0
1587813454,877,nan,nan
1587814439,879,nan,nan
1587815418,876,nan,nan
1587816428,876,nan,nan
1587817420,873,nan,nan
1587818439,871,nan,nan
1587819448,871,24.6,88.0
1587820426,873,24.5,91.0
1587821395,871,24.5,89.0
1587822377,873,24.5,91.0
1587823349,868,24.6,91.0
1587824327,865,24.6,93.0
1587825293,860,24.6,92.0
1587826254,866,24.6,93.0
1587827217,867,24.6,93.0
1587828178,867,24.6,91.0
1587829137,868,24.6,91.0
1587830100,868,24.6,92.0
1587831059,873,24.5,93.0
1587832017,874,24.6,93.0
1587832983,874,24.6,95.0
1587833960,871,24.6,94.0
1587834931,869,24.5,95.0
1587835901,873,24.5,95.0
1587836865,852,24.5,94.0
1587837856,859,24.5,94.0
1587838834,866,24.5,94.0
1587839850,869,24.5,90.0
1587840864,874,24.5,92.0
1587841829,873,24.5,92.0
1587842799,876,24.5,92.0
1587843777,876,24.5,95.0
1587844741,879,24.5,95.0
1587845701,880,24.5,95.0
1587846681,869,24.5,94.0
1587847656,879,24.5,95.0
1587848660,874,24.5,95.0
1587849620,867,24.5,95.0
1587850586,869,24.5,95.0
1587851552,860,24.4,95.0
1587852519,866,24.3,95.0
1587853482,872,24.3,93.0
1587854447,876,24.3,92.0
1587855411,876,24.3,92.0
1587856379,869,24.2,91.0
1587857338,866,24.2,90.0
1587858299,868,24.1,88.0
1587859256,871,24.1,89.0
1587860228,869,24.1,89.0
1587861280,869,24.0,89.0
1587862364,868,24.0,85.0
1587863423,869,23.9,83.0
1587864519,871,23.9,82.0
1587865608,879,23.9,84.0
1587866689,883,23.9,84.0
1587867774,883,23.8,73.0
1587868870,882,23.8,76.0
1587869953,878,23.8,80.0
1587871041,884,23.8,80.0
1587872125,880,23.8,83.0
1587873217,878,23.7,80.0
1587874303,877,23.7,73.0
1587875404,874,23.7,80.0
1587876495,883,23.7,77.0
1587877587,871,23.7,85.0
1587878668,878,23.7,81.0
1587879765,874,23.7,80.0
1587880868,871,23.7,83.0
1587881961,864,23.7,82.0
1587883064,868,23.7,82.0
1587884154,870,23.8,82.0
1587885240,865,23.8,64.0
1587886342,869,23.5,71.0
1587887432,876,23.5,74.0
1587888563,870,23.8,67.0
1587889674,869,24.1,65.0
1587890785,865,24.2,65.0
1587891908,873,24.3,66.0
1587893042,867,24.3,63.0
1587894181,867,24.5,65.0
1587895258,860,24.5,67.0
1587896354,869,24.5,66.0
1587897438,861,24.5,66.0
1587898523,867,24.3,70.0
1587899732,862,24.4,60.0
1587900836,866,24.5,61.0
1587901935,865,24.5,60.0
1587903054,852,24.4,64.0
1587904176,861,24.5,51.0
1587905325,855,24.5,53.0
1587906430,866,24.5,59.0
1587907529,865,24.5,65.0
1587908633,861,24.5,68.0
1587909685,867,24.5,66.0
1587910750,876,24.5,72.0
1587911831,866,24.5,75.0
1587912944,867,24.5,78.0
1587914078,860,24.5,76.0
1587915235,855,24.5,59.0
1587916247,849,24.6,77.0
1587917219,856,24.6,79.0
1587918181,843,24.6,80.0
1587919436,848,24.6,84.0
1587920396,850,24.6,84.0
1587921362,855,24.7,83.0
1587922329,848,24.7,84.0
1587923290,855,24.7,84.0
1587924255,855,24.7,84.0
1587925236,856,24.7,84.0
1587926197,856,24.7,84.0
1587927157,857,24.7,83.0
1587928114,865,24.7,83.0
1587929076,857,24.7,84.0
1587930035,860,24.6,83.0
1587930997,861,24.6,82.0
1587931960,867,24.6,82.0
1587932919,860,24.6,81.0
1587933876,861,24.6,82.0
1587934840,856,24.6,82.0
1587935807,867,24.6,82.0
1587936773,868,24.5,82.0
1587937721,860,24.6,84.0
1587938667,855,24.7,83.0
1587939609,853,24.6,83.0
1587940556,866,24.6,83.0
1587941513,865,24.6,84.0
1587942478,852,24.6,83.0
1587943445,848,24.6,84.0
1587944409,849,24.6,81.0
1587945374,856,24.6,82.0
1587946339,855,24.6,83.0
1587947308,858,24.5,84.0
1587948280,861,24.5,81.0
1587949255,861,24.5,85.0
1587950224,861,24.5,85.0
1587951194,860,24.5,83.0
1587952156,860,24.5,84.0
1587953133,847,24.5,84.0
1587954096,844,24.5,85.0
1587955059,837,24.5,84.0
1587956019,834,24.5,84.0
1587956982,835,24.5,85.0
1587957944,832,24.5,85.0
1587958907,832,24.5,85.0
1587959871,837,23.5,80.0
1587960834,841,23.3,84.0
1587961795,836,23.9,80.0
1587962764,841,24.0,82.0
1587963723,842,24.0,82.0
1587964683,841,24.0,82.0
1587965642,842,24.0,82.0
1587966605,845,24.0,82.0
1587967570,846,24.1,82.0
1587968531,847,24.1,82.0
1587969497,849,24.1,85.0
1587970464,848,24.2,85.0
1587971488,848,24.3,82.0
1587972471,849,24.4,82.0
1587973484,849,24.5,83.0
1587974468,849,24.6,78.0
1587975457,849,24.6,83.0
1587976479,854,24.7,83.0
1587977482,852,24.7,86.0
1587978450,854,24.7,86.0
1587979420,852,24.7,85.0
1587980406,852,24.7,85.0
1587981397,852,24.7,86.0
1587982362,847,24.8,86.0
1587983319,853,24.7,85.0
1587984283,852,24.7,85.0
1587985243,853,24.7,85.0
1587986219,853,24.6,85.0
1587987194,850,24.7,84.0
1587988170,855,24.7,89.0
1587989149,855,24.7,90.0
1587990117,852,24.7,95.0
1587991099,848,24.7,95.0
1587992101,850,24.7,95.0
1587993062,849,24.8,95.0
1587994030,848,24.8,95.0
1587994991,849,24.8,95.0
1587995979,846,24.8,95.0
1587997004,847,24.8,95.0
1587997980,847,24.8,95.0
1587998999,843,24.8,95.0
1587999979,848,24.8,83.0
1588000954,843,24.8,87.0
1588001919,847,24.8,86.0
1588002889,847,24.8,87.0
1588003858,845,24.7,88.0
1588004824,841,24.7,93.0
1588005788,846,24.7,91.0
1588006762,848,24.6,85.0
1588007732,843,24.6,86.0
1588008694,845,24.5,87.0
1588009662,848,24.2,88.0
1588010625,843,24.0,89.0
1588011593,847,23.8,94.0
1588012624,848,24.3,93.0
1588013619,846,24.4,92.0
1588014579,843,24.5,95.0
1588015539,848,24.5,95.0
1588016510,848,24.4,95.0
1588017473,846,24.5,95.0
1588018435,854,24.5,95.0
1588019401,853,24.4,95.0
1588020483,846,24.3,95.0
1588021526,848,24.3,95.0
1588022494,850,24.3,95.0
1588023470,871,24.2,95.0
1588024452,878,24.3,95.0
1588025432,869,24.2,95.0
1588026402,873,24.2,95.0
1588027365,876,24.2,95.0
1588028330,871,24.2,95.0
1588029359,871,24.2,95.0
1588030416,861,24.2,95.0
1588031417,867,24.2,93.0
1588032401,868,24.2,93.0
1588033378,869,24.2,93.0
1588034337,873,24.2,92.0
1588035296,876,24.1,92.0
1588036259,879,24.1,92.0
1588037219,870,24.1,91.0
1588038207,868,24.0,92.0
1588039169,881,24.0,93.0
1588040133,859,24.0,93.0
1588041125,867,24.0,92.0
1588042083,881,24.0,92.0
1588043044,877,24.0,91.0
1588044004,870,24.0,92.0
1588044967,876,24.0,92.0
1588045927,884,24.0,91.0
1588046886,879,24.0,92.0
1588047846,877,24.0,92.0
1588048807,880,24.0,92.0
1588049767,885,24.0,92.0
1588050729,881,24.0,91.0
1588051691,871,24.0,92.0
1588052652,873,23.9,93.0
1588053618,893,24.0,92.0
1588054584,884,23.7,95.0
1588055548,882,23.5,95.0
1588056510,890,23.5,95.0
1588057580,883,24.1,93.0
1588058621,871,24.2,95.0
1588059645,894,24.4,90.0
1588060699,880,24.6,94.0
1588061670,867,24.6,94.0
1588062709,865,24.7,94.0
1588063678,880,24.7,95.0
1588064680,880,24.7,95.0
1588065659,867,24.8,95.0
1588066631,865,24.8,95.0
1588067619,890,24.8,95.0
1588068602,866,24.8,95.0
1588069578,874,24.9,95.0
1588070544,861,24.8,95.0
1588071518,894,24.8,95.0
1588072485,880,24.8,93.0
1588073470,842,24.8,93.0
1588074433,852,24.8,85.0
1588075481,855,24.8,88.0
1588076467,847,24.7,94.0
1588077434,855,24.8,93.0
1588078396,849,24.8,87.0
1588079363,861,24.9,87.0
1588080328,857,24.9,78.0
1588081302,854,24.9,83.0
1588082272,870,24.9,78.0
1588083238,858,24.9,75.0
1588084208,869,24.9,79.0
1588085180,843,24.9,83.0
1588086198,858,24.9,83.0
1588087179,880,24.8,86.0
1588088203,861,24.9,87.0
1588089286,865,24.9,87.0
1588090267,871,24.9,84.0
1588091242,864,25.0,85.0
1588092216,859,24.9,86.0
1588093192,873,24.8,90.0
1588094205,878,24.8,86.0
1588095171,871,24.8,87.0
1588096137,866,24.7,93.0
1588097104,883,25.0,94.0
1588098065,868,25.0,94.0
1588099030,870,25.0,95.0
1588099997,866,25.0,95.0
1588100961,883,25.0,95.0
1588101923,865,25.1,95.0
1588102886,859,25.0,95.0
1588103849,869,25.0,95.0
1588104820,873,25.0,94.0
1588105910,885,25.0,91.0
1588107038,869,25.0,92.0
1588108072,860,25.0,78.0
1588109044,870,25.0,95.0
1588110037,876,25.0,95.0
1588111017,880,24.8,93.0
1588111985,877,25.0,95.0
1588112960,855,25.0,95.0
1588113936,886,24.9,95.0
1588114922,881,24.8,95.0
1588115888,879,24.8,95.0
1588116860,900,24.7,95.0
1588117837,885,24.7,95.0
1588118803,874,24.7,95.0
1588119770,871,24.7,95.0
1588120750,855,24.7,94.0
1588121713,886,24.7,92.0
1588122673,902,24.6,94.0
1588123633,894,24.6,92.0
1588124595,897,24.6,94.0
1588125555,886,24.6,94.0
1588126517,893,24.6,94.0
1588127478,917,24.6,94.0
1588128441,920,24.6,95.0
1588129402,921,24.6,94.0
1588130362,880,24.5,94.0
1588131326,905,24.6,94.0
1588132287,916,24.5,94.0
1588133246,895,24.6,94.0
1588134205,905,24.6,94.0
1588135166,924,24.6,94.0
1588136127,909,24.6,94.0
1588137090,933,24.5,93.0
1588138049,904,24.6,93.0
1588139014,905,24.6,93.0
1588139982,895,24.6,92.0
1588140948,921,24.6,94.0
1588141909,928,24.7,93.0
1588142879,909,24.7,93.0
1588143856,908,24.7,95.0
1588144825,885,24.8,95.0
1588145863,918,24.8,90.0
1588146847,916,24.8,89.0
1588147879,897,25.0,90.0
1588148871,922,25.0,88.0
1588149857,920,24.8,83.0
1588150867,898,24.9,80.0
1588151852,913,25.0,84.0
1588152879,928,25.0,79.0
1588153871,924,25.0,76.0
1588154966,912,25.0,75.0
1588156065,912,25.0,76.0
1588157157,913,25.0,79.0
1588158349,918,24.9,66.0
1588159473,925,25.0,74.0
1588160555,914,25.0,82.0
1588161736,918,25.0,72.0
1588162833,918,25.0,84.0
1588163894,912,25.0,85.0
1588164857,908,25.0,91.0
1588165825,905,25.0,95.0
1588166871,915,25.0,88.0
1588168018,897,25.0,95.0
1588169126,912,25.0,93.0
1588170234,905,25.0,95.0
1588171304,903,25.1,91.0
1588172404,907,25.1,94.0
1588173562,924,25.0,90.0
1588174857,904,25.0,88.0
1588176099,914,25.0,88.0
1588177235,908,25.0,93.0
1588178395,903,25.1,95.0
1588179477,907,25.1,95.0
1588180664,918,25.1,95.0
1588181783,906,25.1,95.0
1588182893,924,25.2,95.0
1588183966,878,25.2,95.0
1588185057,904,25.2,95.0
1588186174,888,25.2,95.0
1588187197,918,25.2,95.0
1588188247,895,25.2,95.0
1588189289,909,25.2,95.0
1588190359,883,25.2,95.0
1588191435,873,25.2,95.0
1588192506,870,25.2,95.0
1588193582,874,25.2,95.0
1588194648,884,25.2,95.0
1588195731,880,25.2,95.0
1588196865,881,25.2,95.0
1588198106,884,25.1,88.0
1588201909,877,25.1,95.0
1588203382,878,25.1,86.0
1588204602,878,25.1,95.0
1588205851,879,25.1,95.0
1588207097,880,25.0,92.0
1588208442,871,24.9,84.0
1588209717,881,25.0,95.0
